Asunto,Reseña,Fecha,Calificación
Ich fahre die Strecke Oftering nach…,"Ich fahre die Strecke Oftering nach Linz. Es gibt fast keinen Tag, an dem der Zug nicht verspätet ist. Das macht die Fahrt zur Arbeit mit der Bahn zu einem täglichen Nervenkitzel, weil man nie weiß, ob man rechtzeitig in die Arbeit kommt.",2025-11-11,1
Wenn SimplyGo alles andere als simple ist,"Die ÖBB schafft es jedes Mal, sich selbst zu übertreffen – mit neuen Dingen, die einen als Kunden maßlos nerven und ihr Geld nicht ansatzweise wert sind. Heute spreche ich von der neuen Erfindung (die alle anderen Anbieter schon früher und besser umgesetzt haben) – dem SimplyGo.
Ich habe meine Fahrten nun seit vier Monaten gewissenhaft mitverfolgt, nur um vom Kundenservice äußerst unhöflich darauf hingewiesen zu werden, dass das alles nicht zählt, weil ich – abgesehen von der App – das Ganze auch noch in meinem Online-Konto aktivieren müsste. Nur: Das wurde nirgends erwähnt!
Wieder einmal eine absolute Frechheit, denn als Kunde gibt man dafür brav seinen Handy-Akku und sein Datenvolumen her – und das alles für ein Vorteils­punkte-System, das deutlich schlechter ist als bei den Mitbewerbern.",2025-11-10,1
ÖBB-wir machen Ihre Nachtfahrt zum Chaos!,"Zug vom Flughafen Wien natürlich wieder mit Verspätung, dadurch wird der Anschlusszug in Linz unerreichbar. Die Waggonreihung ist in der Realität genau umgekehrt wie am Plan, man darf daher den ganzen Zug ablaufen. Gefahren wird mit den ehemaligen Westbahn-Waggons, wo die ÖBB tatsächlich die Steckdosen unbrauchbar gemacht hat. Geht’s noch, ÖBB??",2025-11-10,1
Sollten eigentlich -sterne sein,"Sollten eigentlich -sterne sein : ehrlich: ÖBB so für nix- IMMER verspätung wirklich IMMER, richtig unfreundliche kontrolleure zu 90% der zeit, die WCs sind immer volgeschssen , am bahnhof meisstens junkies aber hauptsache rauchen ist untersagt aber her0 darf man sich schon am klo spritzen
Ausserdem sind die züge meisstens überfüllt und man bekommt keinen Sitzplatz- jz kauf man sich um 1000€ ein klimaticket und hat meisstens nichtmal einen sitzplatz
Ich habe auch mal bei der ÖBB gearbeitet und wollte mir auch das leben wegen ihnen nehmen also im vollen und ganzen -100 sterne",2025-11-09,1
Über 100 für Schlafkabine bezahlt,"Über 100Eur. für Schlafkabine bezahlt. 5 Minuten vor Reise wird der verdammte Zug storniert Schalter geschlossen und die Kundennummer war falsch. 22.44 Uhr. Keine weiteren Infos oder kein Ersatzzug. Stattdessen musste ich mit dem nächsten Zug. Einen Ungarischen. Der ungarische Schaffner verlangte schwarz auf die Hand 40 Euro für ein Ticket. Er meinte man könne nicht mit Karte zahlen. Ich klärte es mit dem Zug Chef ab. Mit der Karte konnte man bezahlen und zudem musste ich nichts zahlen, da ich schon ein Ticket hatte. Er liess mich trotzdem nicht in den reserviertwn Liegewaagen.",2025-11-10,1
Zug führer des railjets 16:36,"Zug führer des railjets 16:36 am 7/11/25
War wirklich extrem unhöflich und auch laut gegenüber mehreren Passagieren. Als die Tür kurz vorm schließen war, er aber noch NICHT dabei war sie wirklich zu verschließen kamen noch zwei höfliche Mädels die unbedingt einsteigen mussten und er schrie sie an draußen zu bleiben ich kann wirklich aus eigener Erfahrung sagen wie frustrierend es ist einen Zug zu verpassen und da die Mädels ja noch die Chance hatten ihn zu erwischen finde ich dies wirklich sehr unerhört 😡",2025-11-07,1
Smidt ud af toget midt om natten,"Smidt ud af toget midt om natten.
Nattoget fra Innsbruck til Hamburg stoppede i München og alle passagerer blev bedt om at forlade toget pga 'teknisk fejl'. Natten blev herefter tilbragt i bumletog i stedet for sovevogn. Ingen forklaring, ingen undskyldning. Mest bizart bliver det dog når man henvender sig for at få pengene tilbage. For at kunne klage skal billetterne afleveres fysisk i Østrig. Der er en Passenger Rights & Reimbursement hjemmeside, men ligegyldigt hvor mange gange man udfylder og vedlægger dokumenter eller angiver forskellige klageårsager så virker det ikke. Efter at have udfyldt alt muligt, indtastet og uploadet filer igen igen igen, så kommer der bare en prompt der siger 'your form has expired for reasons of security'. Herefter en times!!! telefonsamtale med medarbejdere, som mest gik med at forklare en emailadresse over telefonen, og endte med beskeden om at en klage skal sendes pr brev!!!!",2025-11-07,1
Verspätungen…,Ich fahre oft mit dem Zug und komme eigentlich immer zu spät weil jeder Zug heut zutage Verspätungen hat ich hätte um 20:16 zuhause sein können allerdings durch zuverspätungen verpasse ich meine Anschlüsse eigentlich täglich oder komme zu spät zur Arbeit es ist echt schon schlimm ich möchte nur nachhause aber auf sowas ist heute nicht mehr Verlass die öbb war früher viel zuverlässiger und nicht so blöd,2025-11-06,1
Weniger als 1 Stern,"Weniger als 1 Stern! Fährst eine Stunde später zahlst die Hälfte und kannst dich sogar 1. Klasse sitzen!
""Zug Verspätung da Baustelle - bitte zügig den Zug verlassen und in den ""Wartenden"" steigen - 30 sec später trotz Drücken der Türöffnung - Zug fährt dir vor der Nase ab!!!
Innsbruck nach Salzburg!
Wieviel Geld wird da mit Betrug geschoben?",2025-11-06,1
Haben die Züge keine Feststellbremse?!,"Jetzt muss man sich nicht mehr nur um die Pünktlichkeit fürchten, sondern auch um die Sicherheit! Der Zug fährt am Bahnsteig ein, kommt zum stehen - und macht erst mal einen Satz zurück - und ich sags euch, das war ein ganzer Meter! Drinnen alle durchgeschüttelt, wir draußen machen uns schon mal auf was gefasst. Dann erster Halt: Ich glaub ich spinn! Hab das ungute Gefühl, nach hinten zu fallen; Schau aus dem Fenster: der Zug bewegt sich und rollt langsam nach hinten! Wollt ihr mich verar***en?! Hab schon gedacht, ich hab massiven Unterzucker. Ist übrigens dann auch äußerst ungut, wenn einem beim Rückwertsfahren allein schon schlecht wird und das dann noch so langsam ist, dass dein Körper es spürt, aber man es von der Landschaft außen her auf den ersten Blick nicht merkt...
Also Komfort geht auch schon den Bach runter...
Genau wie die Sicherheit, denn sollte der Zug in einer Station nicht eigentlich bombenfest stehen?!
Ist ein tolles Gefühl, wenn man aussteigt und der Bahnsteig scheint sich leicht zu bewegen, führt überhaupt nicht zu Schwindel oder Übelkeit...

Also danke, liebe ÖBB, für dieses erneute spannende Erlebnis für alle Sinne!",2025-11-06,1
Führerschein lohnt sich mehr,"Da lohnt sich Führerschein mehr als mit der Drecksbahn zu fahren.
Unfreundliches Personal, denken die sind die schlausten drinnen.
Verspätungen wie noch nie. Vor allem wenn man einen Anschlusszug hat, geht sich das meistens nicht aus und man muss dann stundenlang auf den nächsten warten.
Das wäre mir passiert deshalb bin ich gerannt und außer Puste habe ich mir schnell einen Platz gesucht um mich hinzusetzen - ich konnte kein Ticket vor der Reise kaufen. Und hab gewartet bis der Kontrolleur seinen Weg zu Mir macht damit ich sie fragen kann, wie man einen Ticket im Zug kauft und die Vorteilskarte eingibt, denn ich weiß es nicht. Die eine Dame kam zu mir und hat mich nicht einmal irgendwas erklären lassen - sie war frech gegenüber mir + sie war sehr froh mir einfach eine 135€ strafe geben als die Situation über ein 2€ Ticket zu klären.",2025-11-06,1
Drecks Öffis,"Das jemand so viel Geld machen kann aber zu nichts fähig ist ist mir eim Rätsel!
ÖBB Katastrophe... nicht mal 1 Stern verdient das.
Fahre seit Jahren wieder mal mit der Bahn und von Umsteigen bis Verspätung und Ausfall.... ALLES DABEI",2025-11-05,1
Besser nicht die ÖBB nutzen,"Besser nicht die ÖBB nutzen.

Seit Juni. 2025 muss ich leider die ÖBB nutzen. Sehr viele Verspätungen seit Juni zusammen gerechnet 12 Stunden. Nur Chaos, Zugsausfälle, Verspätungen, zu teuer,.....",2025-11-03,1
Jow wallah das ist nicht mehr normal…,Jow wallah das ist nicht mehr normal jeden tag kommt der kack leoben nach bruck mur zug zu spät jeden kak tag dann schaff ich es nicht mehr nach geaz was ist das bitte,2025-10-31,1
20€ für ein Hundericker von Salzburg…,20€ für ein Hundericker von Salzburg nach Innsbruck bezahlt.,2025-10-31,1
1'500 EURO schuldet mir die ÖBB,"1'500 EURO schuldet mir die öbb, da mir ein nachtzug ticket OHNE Reservation verkauft wurde.hab sofort gemeldet, dass das ticket so keinen sinn macht und um Rückerstattung gebeten. KEINE RÜCKERSTATTUNG, KEINE KULANZ, DA GEMÄSS AGB DAS TICKET BEREITS HERUNTERGELADEN WURDE. schlichtungsstelle hat mir übrigens auch Recht gegeben, wurde aber nicht berücksichtigt. musste den weg danach mit anderen Zug Verbindungen nehmen. kostete erneut EUR 800....",2025-10-31,1
Absolute Frechheit!,"Absolute Frechheit!
Öffentliche Verkehrsmittel = Themenverfehlung",2025-10-30,1
Nie genug Platz für die Menschen,"Nie genug Platz für die Menschen, es wird bis in den Wagon gestanden, da kein einziger Sitzplatz frei ist. Sitzplätze können am Tag der Fahrt oft nicht mehr reserviert werden obwohl im Zug viele Plätze nicht reserviert markiert wären (unverständlich). Katastrophe, fahre immer 2,5h pro strecke wovon ich oft über 1 h am Boden sitzen muss.",2025-10-30,1
lieber WestBahn,"ich fahre nicht regelmässig Bahn, aber bis jetzt viele schlechte Meinungen gehört. Vor kurzem musste ich mit der Bahn von St.Pölten nach Wien - war schon etwas verspätet und bin ohne Ticket in den Zug eingestiegen.
Ich bin noch beim Schaffner vorbeigelaufen und sagte zu ihm, ob er mir dann ein Ticket verkauft.
10 Minuten später kam er dann zu mir - zu meiner Verwunderung stellte er mir ein Ticket + Strafe aus.
Der Herr war wohl an diesem Tag schlecht gelaunt.
Mein Einspruch bei ÖBB blieb auch erfolglos, obwohl in der Vergangeneheit ich immer wieder ein Ticket im Zug gekauft habe. Die ÖBB möchte wohl möglichst wenig Fahrgäste haben - nächstes Mal bin ich WestBahn gefahren. Dort kauft man Tagesticket gemütlich im Zug, ist günstiger als ÖBB und noch dazu gilt es als Fahrschein in Wien und das Personal ist sehr freundlich.
Nie wieder ÖBB, solange ich das vermeiden kann!!",2025-10-30,1
Trains always late and very expensive,Trains always late and the tickets are unbelievably expensive! For 25km 10€!? In other countries it costs 2-3€ 😅. Joke..Maybe they say I shouldn't compare but of course I am gonna compare because I travel a lot and I see the differences. They should do better.,2025-10-29,1
Delays and Stealing Customers,"In July 2025 I've been in Italy and I ordered 2 train tickets from Bologna to Rimini. The train was operated by OBB and it delayed much more than. 60'. I had an appointment in Rimini and I lost it completely. I also had to buy tickets from another train company, cause there wasn't information about how much more time the OBB train would delay and I really needed to arrive in Rimini as fast as possible.
So... There goes 4 months since my train delayed and I lost my appointment….
I visited OBB site and filled my complaint asking my refund 4 times. I placed all the proofs and documents required and haven’t had YET any reply and any signal of my refund.
Absolutely ridiculous
Pathetic
Here in Brazil it is commom people and companies cheat on people…. But I would never expect met the same in Europe… A huge company as OBB stealing their customers without any shame",2025-10-28,1
Sparen bei Marmelade und Butter,"Das Frühstück im Nightjet fiel den Sparmaßnahmen zum Opfer: Es gibt nur mehr billige Marmelade (keine Darbo Qualität) und Margarine (statt Butter). Gleichzeitig sind die Preise gestiegen. Das geht gar nicht, höhere Preise und niedrigere Qualität!",2025-10-28,1
Präpotent und dumm,"Ich kam um 08:15 am Hauptbahnhof Wien an und wollte vom Bahnsteig mit dem Aufzug Richtung U-Bahn. Die Lifttür schloss nicht richtig und der Lift fuhr deshalb nicht los. Der 2. Lift war wegen Servicearbeiten außer Betrieb. Ein Ehepaar mit Kinderwagen war auf diesen Lift angewiesen, deshalb versuchte ich, die Lifttür zuerst von innen, dann von außen manuell zu schließen. Letzters war erfolgreich, und das Ehepaar fuhr zur Ebene 0. Ich hielt es für nötig einen ÖBB-Mitarbeiter von dem Defekt zu informieren und begab mich zum Informationsschalter in Ebene 0. Dort schilderte ich das Problem. Zu meiner Überraschung erklärte mir der Mitarbeiter, dass der Lift wegen Servicearbeiten außer Betrieb sei. Meinen Einwand, dass es sich um den anderen Lift handle, ignorierte der Mann geflissentlich. Als ich nochmal darauf hinwies, dass es sich um den anderen Lift handle und ich das, auch aufgrund meiner beruflichen Tätigkeit an der TU Wien, sehr wohl beurteilen könne, da wurde der Mann richtig unfreundlich. Ich wies den Mitarbeiter darauf hin, dass jemand mit dem Lift zwischen den Ebenen steckenbleiben könne, es unverantwortlich sei, diese Gefahr zu ignorieren und ich mit seinem Vorgesetzten sprechen möchte. Er behauptete, keinen Vorgesetzten zu haben. Außerdem wolle er nun den Sicherheitsdienst rufen. Ich sagte ihm, dass das eine gute Idee sei, und er solle wegen der zahlenden Kundschaft, die ein technisches Problem meldet, auch gleich die Polizei, die WEGA und das SEK rufen. Da stellte er sich mir - erfolglos - in den Weg um zu verhindern, dass ich den Raum verlassen kann.
Der Mitarbeiter des Sicherheitsdienstes erklärte mir dann, dass er weder wegen des Lifts noch wegen des ÖBB-Mitarbeiters etwas unternehmen könne. Daraufhin verließ ich den Ort dieses Trauerspiels.",2025-10-25,1
Immer zu spät,"Immer zu spät, zu voll, kein Platz für Gebäck, zu teuer",2025-10-24,1
Der öbb Verein ist K,"Der öbb Verein ist K. organisiert die Preise sind sowas von unverschämt und man Ärgert sich einfach nur.
Schämen sollte sich dieser bösartige Organisation",2025-10-24,1
Mishandling ticket dispute caused significant stress,"I am utterly disappointed by how they handled my case. I’ve been a regular passenger for over 10 years, since I was a schoolgirl.

While traveling between music concerts, I accidentally left my weekly ticket and additional one-way tickets in another wallet. The ticket checker publicly announced my full legal name and said I could send photos of the ticket later to resolve it. I couldn’t find one of the one-way tickets that day due to the crowd and stress.

I sent photos of my weekly ticket to the company, but they rejected them, claiming it wasn’t “personalized.” Later, I sent bank statements showing my name and the date/time of the ticket purchases (including one bought 10 minutes before I was fined), but they ignored it. Months later, I called them, thinking the matter was resolved, and they said I still had to pay the fine and the agency says the direct bank evidence is not proof but this is actually personalization.

I contacted another agency, but even with clear evidence, they said nothing could be done. They refused to reduce the fine until my mom intervened herself and mentioned that the collection agency had sent notices to a completely wrong, unregistered address—I never received anything at my actual address. I also provided my ticket history via apps and Vorteilscard. They also complained that my mom wasn't supposed to ""intervene"" on her own accord.

As a musician who travels often and had several big concerts that week, I feel completely mishandled and misled. The added stress from this company was atrocious.",2025-10-24,1
Innerhalb einer Woche ist der Zug an…,"Innerhalb einer Woche ist der Zug an jedem Tag mit 5 bis 10 Minuten Verspätung angekommen.
Zur Krönung blieb ich außerdem dreimal im Zug stecken, weil es Probleme auf den Bahnsteigen gab.
Keine Securities auf den Bahnsteigen, viele Obdachlose und jedes Mal raucht jemand oder schreit herum!
Schrecklich, wie sich das hier entwickelt hat.",2025-10-24,1
Iv not even traveled yet /over priced,"Iv not even traveled yet and this company seem a joke .Purchase tickets at a Super saver non refundable price of £32 per person from Munich to Innsbruck in December only last week .Following online advice as with any train travel book early non refundable tickets to get best price and availability, yet there now available for around £12 to £16 per person .How is that even possible closer to departure ?Now after looking online at this operator looks like il be lucky to get to Innsbruck anyway and if I do doubt it'll be ontime .",2025-10-24,1
